kd_kab,total,OPEN,prov_id,name,time_stamp,type,APPROVED BY ADMIN KABUPATEN,COMPLETED BY Admin Kabupaten,EDITED BY Admin Kabupaten,REVOKED BY Admin Kabupaten,APPROVED BY Pengawas,REJECTED BY Pengawas,SUBMITTED BY Pencacah,APPROVED BY ADMIN PROVINSI,APPROVED BY PENGAWAS,COMPLETED BY ADMIN PROVINSI,DRAFT,SUBMITTED RESPONDENT,APPROVED BY Admin Kabupaten,EDITED BY Admin Pusat,assigned,have-not-assigned
9471,49.0,,94,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,49.0,,,,,,,,,,,,,,
9403,17.0,4.0,94,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,6.0,,,4.0,,3.0,,,,,,,,,
9409,11.0,3.0,94,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,8.0,,,,,,,,,,,,,,
9426,9.0,,94,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,9.0,,,,,,,,,,,,,,
9420,8.0,4.0,94,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,,,,4.0,,,,,,,,,,,
9408,7.0,,94,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,7.0,,,,,,,,,,,,,,
9419,1.0,,94,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,,,,,,1.0,,,,,,,,,
9501,47.0,6.0,95,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,41.0,,,,,,,,,,,,,,
9502,6.0,,95,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,,,,,,6.0,,,,,,,,,
9503,1.0,1.0,95,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9504,1.0,,95,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,1.0,,,,,,,,,,,,,,
9601,40.0,,96,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,,,,8.0,,32.0,,,,,,,,,
9608,5.0,,96,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,5.0,,,,,,,,,,,,,,
9604,4.0,4.0,96,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9607,3.0,3.0,96,PENCACAHAN SKTR 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9702,341.0,341.0,97,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9704,146.0,146.0,97,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9708,117.0,91.0,97,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,26.0,,,,,,,,,,,
9707,81.0,81.0,97,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9706,28.0,28.0,97,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9701,23.0,23.0,97,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9705,6.0,6.0,97,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9703,3.0,,97,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,3.0,,,,,,,,,,,
9501,505.0,453.0,95,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,52.0,,,,,,,,,,,,,,
9502,297.0,265.0,95,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,32.0,,,,,,,,,
9503,252.0,252.0,95,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9504,179.0,,95,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,179.0,,,,,,,,,,,,,,
9601,1035.0,935.0,96,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,100.0,,,,,,,,,,,,,,
9608,102.0,102.0,96,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9607,45.0,45.0,96,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9605,44.0,44.0,96,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9604,22.0,,96,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,22.0,,,,,,,,,,,,,,
9606,13.0,13.0,96,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9602,6.0,6.0,96,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9603,5.0,5.0,96,PENCACAHAN UDP 2025,2026-02-23 08:46:28,progress,,,,,,,,,,,,,,,,
9471,95.0,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,96.0,,,,,,,,,,,,,,
9419,50.0,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,50.0,,,,,,,,,,,,,,
9408,41.0,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,,,,41.0,,,,,,,,,,,
9409,28.0,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,33.0,,,,,,,,,,,,,,
9420,33.0,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,33.0,,,,,,,,,,,,,,
9427,29.0,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,,,,29.0,,,,,,,,,,,
9403,16.0,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,16.0,,,,,,,,,,,,,,
9426,10.0,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,10.0,,,,,,,,,,,,,,
9428,5.0,0.0,94,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,5.0,,,,,,,,,,,,,,
9501,203.0,0.0,95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,202.0,,,,,,,,,,,,,,
9502,58.0,0.0,95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,,,,58.0,,,,,,,,,,,
9504,40.0,0.0,95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,43.0,,,,,,,,,,,,,,
9503,37.0,0.0,95,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,37.0,,,,,,,,,,,,,,
9601,124.0,0.0,96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,125.0,,,,,,,,,,,,,,
9604,77.0,0.0,96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,78.0,,,,,,,,,,,,,,
9603,27.0,0.0,96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,27.0,,,,,,,,,,,,,,
9608,21.0,0.0,96,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,21.0,,,,,,,,,,,,,,
9704,31.0,0.0,97,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,31.0,,,,,,,,,,,,,,
9702,15.0,0.0,97,IMK Triwulanan 2025 - PENCACAHAN,2026-02-23 08:46:28,progress,,,,,15.0,,,,,,,,,,,
9704,871.0,,97,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,,,,871.0,,,,,,,,,,,
9702,588.0,,97,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,,,,588.0,,,,,,,,,,,
9501,2937.0,,95,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,2937.0,,,,,,,,,,,,,,
9502,1955.0,,95,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,1955.0,,,,,,,,,,,,,,
9504,415.0,,95,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,,,,415.0,,,,,,,,,,,
9503,379.0,,95,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,,,,379.0,,,,,,,,,,,
9604,2220.0,,96,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,2089.0,,,131.0,,,,,,,,,,,
9601,1667.0,,96,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,,,,1667.0,,,,,,,,,,,
9608,610.0,,96,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,435.0,,,175.0,,,,,,,,,,,
9603,220.0,,96,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,,,,220.0,,,,,,,,,,,
9471,2441.0,,94,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,1566.0,,,875.0,,,,,,,,,,,
9420,916.0,,94,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,,,,916.0,,,,,,,,,,,
9419,796.0,,94,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,796.0,,,,,,,,,,,,,,
9427,766.0,,94,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,766.0,,,,,,,,,,,,,,
9403,450.0,,94,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,,1.0,,449.0,,,,,,,,,,,
9408,331.0,,94,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,326.0,,,5.0,,,,,,,,,,,
9409,195.0,,94,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,195.0,,,,,,,,,,,,,,
9428,87.0,,94,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,87.0,,,,,,,,,,,,,,
9426,54.0,,94,IMK Triwulanan 2025 - LISTING,2026-02-23 08:46:29,progress,,54.0,,,,,,,,,,,,,,
9702,4.0,4.0,97,SURVEI IBS BULANAN - PENDATAAN 2025,2026-02-23 08:46:29,progress,,,,,,,,,,,,,,,,
9702,378.0,342.0,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,36.0,,,,,,,,,,,,,,
9704,148.0,148.0,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,,,,,,,,,,,,,,,
9708,121.0,111.0,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,10.0,,,,,,,,,,,,,,
9707,94.0,84.0,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,10.0,,,,,,,,,,,,,,
9706,28.0,28.0,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,,,,,,,,,,,,,,,
9701,23.0,23.0,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,,,,,,,,,,,,,,,
9705,6.0,6.0,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,,,,,,,,,,,,,,,
9703,5.0,,97,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,,,,5.0,,,,,,,,,,,
9501,565.0,513.0,95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,49.0,,,3.0,,,,,,,,,,,
9502,318.0,268.0,95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,50.0,,,,,,,,,,,,,,
9503,298.0,267.0,95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,31.0,,,,,,,,,,,,,,
9504,195.0,186.0,95,UPDATING DIREKTORI PERUSAHAAN KONSTRUKSI 2024,2026-02-23 08:46:29,progress,,9.0,,,,,,,,,,,,,,
9408,58.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,57.0,,,1.0,,,,,,,,,,,
9471,57.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,41.0,,,11.0,5.0,,,,,,,,,,
9401,52.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,52.0,,,,,,,,,,,,,,
9409,32.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,32.0,,,,,,,,,,,,,,
9403,21.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,,,,21.0,,,,,,,,,,,
9404,21.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,21.0,,,,,,,,,,,,,,
9412,19.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,19.0,,,,,,,,,,,,,,
9402,5.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,5.0,,,,,,,,,,,,,,
9411,5.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,5.0,,,,,,,,,,,,,,
9413,5.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,5.0,,,,,,,,,,,,,,
9419,5.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,5.0,,,,,,,,,,,,,,
9427,4.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,4.0,,,,,,,,,,,,,,
9426,2.0,,94,VIMK24-S1,2026-02-23 08:46:29,progress,,2.0,,,,,,,,,,,,,,
9471,1.0,,94,SURVEI TAHUNAN PERUSAHAAN LISTRIK TAHUN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,1.0,0.0
9419,2.0,,94,SURVEI TAHUNAN PERUSAHAAN PERTAMBANGAN NON MINYAK DAN GAS TAHUN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9501,585.0,,95,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,458.0,127.0
9502,72.0,,95,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,72.0,0.0
9504,60.0,,95,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,60.0,0.0
9503,43.0,,95,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,43.0,0.0
9471,410.0,,94,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,295.0,115.0
9409,353.0,,94,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,353.0,0.0
9403,134.0,,94,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,127.0,7.0
9420,107.0,,94,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,107.0,0.0
9408,50.0,,94,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,50.0,0.0
9419,42.0,,94,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,42.0,0.0
9426,30.0,,94,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,30.0,0.0
9427,29.0,,94,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,29.0,0.0
9428,6.0,,94,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,6.0,0.0
9601,362.0,,96,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,258.0,104.0
9604,276.0,,96,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,276.0,0.0
9608,74.0,,96,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,58.0,16.0
9603,41.0,,96,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,41.0,0.0
9704,27.0,,97,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,27.0,0.0
9702,19.0,,97,IMK Tahunan 2025 - Pencacahan,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,19.0,0.0
9704,941.0,,97,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,941.0,0.0
9702,642.0,,97,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,642.0,0.0
9501,9017.0,,95,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,9017.0,0.0
9502,3747.0,,95,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,3747.0,0.0
9504,380.0,,95,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,380.0,0.0
9503,312.0,,95,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,312.0,0.0
9604,5920.0,,96,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,5920.0,0.0
9601,3998.0,,96,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,3998.0,0.0
9608,805.0,,96,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,805.0,0.0
9603,352.0,,96,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,352.0,0.0
9471,7004.0,,94,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,7004.0,0.0
9420,2203.0,,94,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,2203.0,0.0
9403,2171.0,,94,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,2171.0,0.0
9409,1697.0,,94,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,1697.0,0.0
9427,698.0,,94,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,698.0,0.0
9419,575.0,,94,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,575.0,0.0
9426,454.0,,94,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,454.0,0.0
9408,374.0,,94,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,374.0,0.0
9428,126.0,,94,IMK Tahunan 2025 - Listing,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,126.0,0.0
9702,29.0,,97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,29.0,0.0
9704,8.0,,97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,8.0,0.0
9708,7.0,,97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,7.0,0.0
9701,2.0,,97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9705,2.0,,97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9706,2.0,,97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9707,1.0,,97,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,1.0,0.0
9471,82.0,,94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,82.0,0.0
9403,21.0,,94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,20.0,1.0
9408,11.0,,94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,11.0,0.0
9409,11.0,,94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,8.0,3.0
9420,10.0,,94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,10.0,0.0
9426,10.0,,94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,10.0,0.0
9419,1.0,,94,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,1.0,0.0
9601,64.0,,96,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,40.0,24.0
9608,7.0,,96,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,7.0,0.0
9604,4.0,,96,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,4.0,0.0
9607,3.0,,96,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,3.0,0.0
9501,47.0,,95,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,36.0,11.0
9502,12.0,,95,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,12.0,0.0
9504,2.0,,95,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9503,1.0,,95,PENCACAHAN SKTR 2025 TRIWULAN 2,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,1.0,0.0
9471,44.0,,94,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,44.0,0.0
9403,6.0,,94,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,6.0,0.0
9409,5.0,,94,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,5.0,0.0
9408,3.0,,94,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,3.0,0.0
9501,14.0,,95,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,14.0,0.0
9503,6.0,,95,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,6.0,0.0
9502,4.0,,95,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,4.0,0.0
9601,40.0,,96,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,40.0,0.0
9604,2.0,,96,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9608,1.0,,96,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:30,user_assignment,,,,,,,,,,,,,,,1.0,0.0
9702,5.0,,97,PENDATAAN IBS TRIWULANAN 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,5.0,0.0
9702,9.0,,97,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,9.0,0.0
9704,4.0,,97,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,4.0,0.0
9707,4.0,,97,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,4.0,0.0
9701,2.0,,97,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9703,2.0,,97,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9708,2.0,,97,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9706,1.0,,97,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,1.0,0.0
9471,62.0,,94,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,62.0,0.0
9403,52.0,,94,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,52.0,0.0
9409,35.0,,94,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,35.0,0.0
9419,16.0,,94,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,16.0,0.0
9408,13.0,,94,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,13.0,0.0
9426,8.0,,94,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,8.0,0.0
9420,7.0,,94,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,7.0,0.0
9427,4.0,,94,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,4.0,0.0
9428,2.0,,94,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9604,21.0,,96,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,21.0,0.0
9601,14.0,,96,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,14.0,0.0
9603,6.0,,96,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,6.0,0.0
9605,6.0,,96,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,6.0,0.0
9607,2.0,,96,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,2.0,0.0
9602,1.0,,96,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,0.0,1.0
9606,1.0,,96,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,1.0,0.0
9608,1.0,,96,SURVEI CAPTIVE POWER 2025,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,1.0,0.0
9702,32.0,,97,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,32.0,0.0
9703,4.0,,97,SURVEI TAHUNAN USAHA PENGGALIAN BAHAN INDUSTRI DAN KONSTRUKSI TAHUN 2025 - URT,2026-02-23 08:46:31,user_assignment,,,,,,,,,,,,,,,4.0,0.0
